respondent_id,age_category,gender,race_ethnicity,race_hispanic,household_income,income_tier,crypto_heard_of,crypto_invested,crypto_currently_own,crypto_safety_confidence,crypto_reliability_confidence
207502,50-64,A woman,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
207573,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
208237,65+,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not very confident,
209250,65+,A woman,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
209440,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
209589,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
210108,50-64,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
210306,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
210743,50-64,A woman,Mixed Race,Other,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
211074,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
211125,65+,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
211504,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
211788,65+,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
212111,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
212131,50-64,A man,Mixed Race,Other,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Somewhat confident,
212322,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
212492,65+,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,Nothing at all,,,,
212680,50-64,A man,White,Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
213161,65+,A woman,Mixed Race,Other,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
213541,50-64,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
214437,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
214562,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","No, I do not",Not at all confident,About the same as you expected
214778,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
215767,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Very confident,
216156,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
217659,50-64,A woman,Black or African-American,Black non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Very confident,
218656,50-64,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
218719,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
218837,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Upper income,Nothing at all,,,,
219150,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Not at all confident,Worse than you expected
219223,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
219679,65+,A woman,White,White non-Hispanic,"Less than $30,000",Middle income,Nothing at all,,,,
221448,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Not very confident,
223028,50-64,A woman,White,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
223257,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"Less than $30,000",Lower income,A lot,"Yes, I have done this","Yes, I do",Not at all confident,Worse than you expected
223496,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
224561,65+,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
225476,65+,A woman,Refused,Refused,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
225532,30-49,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
226237,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
227278,65+,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"Yes, I have done this","No, I do not",Not very confident,Worse than you expected
227892,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
229457,65+,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
229561,50-64,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
230027,50-64,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
230098,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
230587,50-64,A man,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
230613,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not very confident,
230801,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
230983,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not very confident,
232131,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
232561,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,Nothing at all,,,,
232685,50-64,A man,Black or African-American,Black non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not very confident,
233296,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
234001,65+,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not at all confident,
234064,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not very confident,
234462,65+,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not at all confident,
234741,65+,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Upper income,A little,"No, I have not done this",,Not very confident,
234783,50-64,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
234834,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
235086,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"No, I have not done this",,Not at all confident,
235304,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
235397,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
235578,30-49,A man,White,Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
235839,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
236140,30-49,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
236237,50-64,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Not very confident,
236265,65+,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,Nothing at all,,,,
237091,65+,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not very confident,
238002,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Lower income,A little,"No, I have not done this",,Not at all confident,
238030,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
238140,65+,A man,Refused,Refused,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
238467,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
238840,65+,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not very confident,
239009,65+,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
239268,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A lot,"No, I have not done this",,Not at all confident,
239382,65+,A woman,Mixed Race,Other,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
241537,65+,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,Nothing at all,,,,
242029,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
243060,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
243528,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
244331,50-64,A man,White,White non-Hispanic,"$80,000 to less than $90,000",Middle income,A little,"No, I have not done this",,Not very confident,
245863,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
247321,65+,A woman,White,White non-Hispanic,Refused,Refused,A lot,"Yes, I have done this",Refused,Somewhat confident,About the same as you expected
247860,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
